"USAF","WBAN","NAME","CTRY","STATE","ICAO","LAT","LON","ELEV","BEGIN","END"
692224,99999,"SANGJU (TMQ-53P)","KS","","",36.417,128.15,91.7,1980,2015
692234,99999,"GUMI (TMQ-53P)","KS","","",36.117,128.367,43,1979,2015
692244,99999,"GEUMSAN (TMQ-53P)","KS","","",36.117,127.483,101.8,1980,2015
700260,27502,"W POST-WILL ROGERS MEMORIAL AIRPORT","US","AK","PABR",71.283,-156.782,9.5,1945,2015
700637,27406,"DEADHORSE AIRPORT","US","AK","PASC",70.192,-148.477,18.6,1973,2015
700638,99999,"FALSE PASS","US","AK","PAKF",54.85,-163.417,6,1973,2015
700860,27401,"BARTER ISLAND AIRPORT","US","AK","PABA",70.134,-143.577,0.6,1947,2015
701190,99999,"PORT CLARENCE CGS","US","AK","PAPC",65.254,-166.859,3,1973,2015
701330,26616,"RALPH WIEN MEMORIAL AIRPORT","US","AK","PAOT",66.867,-162.633,9.1,1973,2015
701740,26533,"BETTLES AIRPORT","US","AK","PABT",66.54,-151.31,196,1945,2015
701748,99999,"PROSPECT CREEK AIRPORT","US","AK","PAPR",66.817,-150.65,335,1973,2015
701780,26529,"RALPH M CALHOUN MEML ARPT","US","AK","PATA",65.175,-152.107,67.7,1943,2015
701940,26413,"FORT YUKON AIRPORT","US","AK","PFYU",66.567,-145.267,135.6,1973,2015
702000,26617,"NOME AIRPORT","US","AK","PAOM",64.511,-165.44,4,1940,2015
702070,26627,"UNALAKLEET AIRPORT","US","AK","PAUN",63.883,-160.8,5.5,1943,2015
702190,26615,"BETHEL AIRPORT","US","AK","PABE",60.785,-161.829,31.1,1945,2015
702310,26510,"MC GRATH AIRPORT","US","AK","PAMC",62.957,-155.61,101.5,1973,2015
702320,26516,"ANIAK AIRPORT","US","AK","PANI",61.582,-159.543,25.9,1973,2015
702460,26512,"MINCHUMINA","US","AK","PAMH",63.886,-152.302,206.7,1973,2015
702510,26528,"TALKEETNA AIRPORT","US","AK","PATK",62.32,-150.095,106.7,1973,2015
702550,26514,"SKWENTNA AIRPORT","US","AK","PASW",61.977,-151.217,45.7,1973,2015
702590,26523,"KENAI MUNICIPAL AIRPORT","US","AK","PAEN",60.58,-151.239,27.7,1973,2015
702600,26435,"NENANA MUNICIPAL AIRPORT","US","AK","PANN",64.55,-149.072,109.7,1943,2015
702610,26411,"FAIRBANKS INTERNATIONAL AIRPORT","US","AK","PAFA",64.804,-147.876,131.7,1946,2015
702670,26415,"ALLEN ARMY AIRFIELD","US","AK","PABI",63.994,-145.721,389.2,1945,2015
702700,99999,"FT. RICHARDSON/BRYANT AHP  AK","US","","PAFR",61.267,-149.65,115,1973,2015
702710,26425,"GULKANA AIRPORT","US","AK","PAGK",62.159,-145.459,476.1,1945,2015
702730,26451,"TED STEVENS ANCHORAGE INTL AIRPORT","US","AK","PANC",61.169,-150.028,36.6,1973,2015
702735,26409,"MERRILL FIELD AIRPORT","US","AK","PAMR",61.217,-149.855,42.1,1945,2015
702910,26412,"NORTHWAY AIRPORT","US","AK","PAOR",62.962,-141.938,522.1,1945,2015
702960,26410,"M.K.(MUDHOLE) SMITH ARPT","US","AK","PACV",60.489,-145.451,9.5,1942,2015
703080,25713,"ST PAUL ISLAND AIRPORT","US","AK","PASN",57.155,-170.222,10.7,1943,2015
703160,25624,"COLD BAY AIRPORT","US","AK","PACD",55.221,-162.733,23.8,1942,2015
703260,25503,"KING SALMON AIRPORT","US","AK","PAKN",58.683,-156.656,20.4,1942,2015
703400,25506,"ILIAMNA AIRPORT","US","AK","PAIL",59.749,-154.909,43.6,1973,2015
703410,25507,"HOMER AIRPORT","US","AK","PAHO",59.642,-151.491,19.5,1973,2015
703430,25402,"MIDDLETON ISLAND METEOROLOGY RADAR SITE","US","AK","PAMD",59.433,-146.333,30.5,1945,2015
703500,25501,"KODIAK AIRPORT","US","AK","PADQ",57.751,-152.486,24.4,1945,2015
703610,25339,"YAKUTAT AIRPORT","US","AK","PAYA",59.512,-139.671,10.1,1941,2015
703620,25335,"SKAGWAY AIRPORT","US","AK","PAGY",59.456,-135.324,6.1,1943,2015
703670,25322,"GUSTAVUS","US","AK","PAGS",58.411,-135.709,12.2,1976,2015
703710,25333,"SITKA ROCKY GUTIERREZ ARPT","US","AK","PASI",57.048,-135.365,4.3,1973,2015
703810,25309,"JUNEAU INTERNATIONAL AIRPORT","US","AK","PAJN",58.357,-134.564,4.9,1973,2015
703830,25310,"ANGOON SEAPLANE BASE","US","AK","PAGN",57.499,-134.586,8.5,1973,2015
703860,25329,"JAMES A JOHNSON AIRPORT","US","AK","PAPG",56.806,-132.937,32.6,1973,2015
703950,25325,"KETCHIKAN INTL AIRPORT","US","AK","PAKT",55.357,-131.712,23.2,1973,2015
703980,25308,"ANNETTE ISLAND AIRPORT","US","AK","PANT",55.039,-131.579,33.2,1941,2015
704540,25704,"ADAK NAS","US","AK","PADK",51.883,-176.65,5.2,1942,2015
710430,99999,"NORMAN WELLS","CA","","CYVQ",65.282,-126.798,72.5,1945,2015
710435,99999,"FORT GOOD HOPE","CA","","CYGH",66.241,-128.651,81.7,1934,2015
710450,99999,"TESLIN (AUT)  YT","CA","","CWZW",60.167,-132.733,705,1943,2015
710455,99999,"TESLIN","CA","","CYZW",60.173,-132.743,705,1977,2015
710500,99999,"PUNTZI MOUNTAIN (AUT)  BC","CA","","CWPU",52.1,-124.133,910,1977,2015
710510,99999,"MANYBERRIES AGCM","CA","","",49.367,-110.683,927,1955,2015
710563,99999,"DAWSON CREEK","CA","","",55.733,-120.183,671,1943,2015
710610,99999,"BARRHEAD CS","CA","","CXBD",54.1,-114.45,648,1977,2015
710620,99999,"VIOLET GROVE CS  ALTA","CA","","CXVG",53.15,-115.117,903,1977,2015
710630,99999,"OTTAWA CDA RCS  ONT","CA","","",45.383,-75.717,79,1977,2015
710633,99999,"FORT RESOLUTION","CA","","CYFR",61.181,-113.69,160.3,1934,2015
710660,99999,"HIGH LEVEL","CA","","CYOJ",58.621,-117.165,338.3,1977,2015
710680,99999,"PEACE RIVER","CA","","CYPE",56.227,-117.447,570.9,1959,2015
710690,99999,"SLAVE LAKE","CA","","CYZH",55.293,-114.777,583.4,1955,2015
710720,99999,"THUNDER BAY","CA","","",48.367,-89.317,199,1948,2015
710730,99999,"QUEENSTOWN","CA","","CPQU",50.6,-112.8,941,1955,2015
710735,99999,"WHALE COVE AIRPORT","CA","","CYXN",62.233,-92.6,20,1978,2015
710740,99999,"ISACHSEN (AUT)  NU","CA","","CWIC",78.783,-103.55,58,1948,2015
710750,99999,"COLLINS BAY  SASK","CA","","CWWC",58.183,-103.7,492,1977,2015
710760,99999,"URANIUM CITY (AUT)","CA","","CWDC",59.567,-108.483,318,1962,2015
710770,99999,"BUFFALO NARROWS (AUT)   SASK","CA","","CWVT",55.833,-108.433,440,1977,2015
710774,99999,"BUFFALO NARROWS","CA","","CYVT",55.842,-108.418,440.1,1979,2015
710780,99999,"LYNN LAKE","CA","","CYYL",56.864,-101.076,356.6,1977,2015
710790,99999,"THOMPSON","CA","","CYTH",55.801,-97.864,222.2,1967,2015
710810,99999,"HALL BEACH","CA","","CYUX",68.776,-81.244,8.2,1957,2015
710814,99999,"IGLOOLIK AIRPORT","CA","","CYGT",69.367,-81.817,51,1979,2015
710900,99999,"CLYDE RIVER","CA","","CYCY",70.486,-68.517,26.5,1977,2015
710910,99999,"LONGSTAFF BLUFF","CA","","CWLX",68.88,-75.13,162,1957,2015
710920,99999,"DEWAR LAKES","CA","","CWUW",68.65,-71.17,518,1977,2015
710930,99999,"CAPE HOOPER","CA","","CWUP",68.467,-66.783,0,1957,2015
710934,99999,"PANGNIRTUNG","CA","","CYXP",66.145,-65.714,22.9,1934,2015
710940,99999,"CAPE DYER","CA","","CWFD",66.65,-61.383,725,1955,2015
710944,99999,"REPULSE BAY","CA","","CYUT",66.521,-86.225,24.4,1978,2015
710950,99999,"POND INLET","CA","","CYIO",72.683,-77.967,55.2,1934,2015
710960,99999,"BROUGHTON ISLAND","CA","","CWVD",67.53,-63.78,584,1960,2015
710964,99999,"QIKIQTARJUAQ","CA","","CYVM",67.546,-64.031,6.4,1979,2015
710970,99999,"BREVOORT ISLAND","CA","","CWOB",63.33,-64.15,367,1960,2015
710980,99999,"SANDY LAKE","CA","","CZSJ",53.067,-93.35,290,1977,2015
711010,99999,"SANDSPIT","CA","","CYZP",53.254,-131.814,6.4,1948,2015
711020,99999,"RIVERCOURSE AGCM","CA","","",53.017,-110.1,669,1977,2015
711030,99999,"QUESNEL","CA","","CYQZ",53.026,-122.51,545.3,1955,2015
711040,99999,"WILLIAMS LAKE","CA","","CYWL",52.183,-122.054,940.3,1944,2015
711060,94234,"TOFINO AIRPORT","CA","BC","CYAZ",49.083,-125.767,24,1958,2015
711080,99999,"ABBOTSFORD","CA","","CYXX",49.025,-122.363,59.4,1955,2015
711090,99999,"PORT HARDY","CA","","CYZT",50.681,-127.367,21.6,1955,2015
711100,99999,"ST LAWRENCE","CA","","CADS",46.917,-55.383,49,1955,2015
711110,99999,"SANDSPIT","CA","","",53.25,-131.8,6,1977,2015
711120,99999,"RICHMOND OPERATION CENTRE","CA","","",49.167,-123.067,16,1980,2015
711130,99999,"AGASSIZ CS","CA","","CWZA",49.25,-121.767,19,1977,2015
711140,99999,"HOPE AIRPORT (MAN)","CA","","CYHE",49.367,-121.483,39,1955,2015
711150,99999,"VERNON AUTO","CA","","CWJV",50.217,-119.183,482,1977,2015
711200,99999,"COLD LAKE","CA","","CYOD",54.405,-110.279,541,1955,2015
711210,99999,"EDMONTON/NAMAO(MIL)","CA","","CYED",53.667,-113.467,688,1944,2015
711220,99999,"BANFF CS","CA","","CWZG",51.2,-115.55,1397,1955,2015
711230,99999,"EDMONTON INTL","CA","","CYEG",53.31,-113.58,723.3,1960,2015
711250,99999,"MEADOW LAKE  A","CA","","CYLJ",54.125,-108.523,480.4,1977,2015
711270,99999,"EDMONTON STONY PLAIN CS","CA","","CXPS",53.55,-114.117,766,1977,2015
711290,99999,"KINDERSLEY","CA","","CYKY",51.518,-109.181,694,1958,2015
711300,99999,"NIPAWIN AIRPORT","CA","","CYBU",53.333,-104,374,1977,2015
711310,99999,"EASTEND CYPRESS (AUT)  SASK","CA","","CWEH",49.433,-108.983,1080,1977,2015
711350,99999,"ROCKGLEN (AUT)  SASK","CA","","CWKO",49.167,-105.983,917,1977,2015
711380,99999,"YORKTON MUNI","CA","","CYQV",51.265,-102.462,498.3,1955,2015
711400,99999,"BRANDON MUNI","CA","","CYBR",49.917,-99.95,409.3,1977,2015
711410,99999,"GATESHEAD ISLAND","CA","","CNGH",70.633,-100.267,20,1977,2015
711450,99999,"ISLAND LAKE AIRPORT","CA","","CYIV",53.85,-94.65,236,1977,2015
711480,99999,"PILOT MOUND (AUT)","CA","","CWPO",49.183,-98.9,470,1957,2015
711850,99999,"DANIELS HARBOUR   NFLD","CA","","CWDH",50.233,-57.583,19,1955,2015
711870,99999,"HOPE","CA","","",49.367,-121.5,39,1977,2015
711880,99999,"GASPE","CA","","CYGP",48.775,-64.479,32.9,1977,2015
711890,99999,"POINTE CLAVEAU  QUE","CA","","CWQV",48.267,-70.117,4,1977,2015
711930,99999,"TIMMINS CLIMATE","CA","","",48.55,-81.383,294,1977,2015
711960,99999,"PEMBROKE CLIMATE","CA","","",45.867,-77.25,162,1959,2015
711970,99999,"PORT AUX BASQUES","CA","","CWZB",47.567,-59.15,40,1977,2015
712000,99999,"VICTORIA GONZALES CS  BC","CA","","CWLM",48.4,-123.317,70,1955,2015
712010,99999,"VANCOUVER HARBOUR CS  BC","CA","","CWHC",49.283,-123.117,3,1980,2015
712020,99999,"ROSALIND AGCM","CA","","",52.783,-112.433,712,1980,2015
712650,99999,"TORONTO CITY CENTRE","CA","","CYTZ",43.617,-79.383,76.5,1979,2015
713710,99999,"MONTREAL/ST HUBERT","CA","","CYHU",45.517,-73.417,27.4,1955,2015
713950,99999,"HALIFAX INTL","CA","","CYHZ",44.881,-63.509,145.4,1960,2015
713970,99999,"GREENWOOD","CA","","CYZX",44.984,-64.917,28,1955,2015
713980,99999,"MOOSONEE","CA","","",51.283,-80.6,9,1977,2015
713990,99999,"SEDALIA AGCM","CA","","",51.583,-110.75,755,1980,2015
714100,99999,"NORWAY HOUSE ARPT","CA","","CYNE",53.967,-97.833,223,1977,2015
714110,99999,"WESTERN HEAD  NS","CA","","CWWE",43.983,-64.667,10,1977,2015
714120,99999,"EAST POINT (AUT)  PEI","CA","","CWEP",46.45,-61.983,8,1978,2015
714210,99999,"LAC EON  QUE","CA","","CWEO",51.867,-63.283,589,1980,2015
714300,99999,"POINT PETRE (AUT)  ONT","CA","","CWQP",43.833,-77.15,79,1977,2015
714310,99999,"COBOURG (AUT)  ONT","CA","","CWNC",43.95,-78.167,78,1977,2015
714320,99999,"PORT WELLER (AUT)  ONT","CA","","CWWZ",43.25,-79.217,79,1977,2015
714330,99999,"CARIBOU ISLAND (AUT)  ONT","CA","","CWCI",47.333,-85.833,187,1980,2015
714360,99999,"PETERBOROUGH","CA","","CYPQ",44.23,-78.363,191.4,1980,2015
714400,99999,"STANDARD AGCM","CA","","CPSD",51.233,-112.983,901,1977,2015
714720,99999,"KINDAKUN ROCKS (AUT)  BC","CA","","CWQS",53.3,-132.767,14,1980,2015
714730,99999,"SATURNA ISLAND  CS","CA","","CWEZ",48.783,-123.033,24,1980,2015
714900,99999,"ROBERTSON LAKE (AUT)  NU","CA","","CWTD",65.083,-102.417,244,1980,2015
715270,99999,"DRYDEN RGNL","CA","","CYHD",49.832,-92.744,412.7,1962,2015
715380,99999,"WINDSOR","CA","","CYQG",42.276,-82.956,189.6,1955,2015
716000,99999,"SABLE ISLAND","CA","","CWSA",43.933,-60.017,4,1955,2015
716004,99999,"SABLE ISLAND","CA","","",43.933,-60,4,1979,2015
716010,99999,"SHEARWATER","CA","","CYAW",44.64,-63.499,50.9,1954,2015
716030,99999,"YARMOUTH","CA","","CYQI",43.827,-66.088,43,1949,2015
716090,99999,"SAINT JOHN","CA","","CYSJ",45.317,-65.883,108.8,1955,2015
716100,99999,"SHERBROOKE","CA","","CYSC",45.439,-71.691,241.4,1962,2015
716210,99999,"TRENTON","CA","","CYTR",44.117,-77.533,86.3,1955,2015
716230,99999,"LONDON","CA","","CYXU",43.036,-81.154,278,1955,2015
716240,99999,"LESTER B PEARSON INTL","CA","","CYYZ",43.677,-79.631,173.4,1950,2015
716250,99999,"PETAWAWA","CA","","CYWA",45.952,-77.319,130.1,1978,2015
716270,94792,"MONTREAL/TRUDEAU INT","CA","QC","CYUL",45.467,-73.733,36,1955,2015
716278,99999,"KUUJJUARAPIK ARPT","CA","","CYGW",55.283,-77.75,10,1977,2015
716279,99999,"GATINEAU","CA","","CYND",45.522,-75.564,64.3,1980,2015
716280,99999,"OTTAWA MACDONALD CARTIER INTL","CA","","CYOW",45.323,-75.669,114,1950,2015
716290,99999,"FORT ROSS","CA","","",72.017,-94.2,10,1980,2015
716300,99999,"MUSKOKA","CA","","CYQA",44.975,-79.303,281.9,1955,2015
716310,99999,"MOUNT FOREST (AUT)  ONT","CA","","CWLS",43.983,-80.75,415,1962,2015
716320,99999,"LYNN LAKE RCS","CA","","CPLE",56.85,-101.067,354,1977,2015
716330,99999,"WIARTON A","CA","","CYVV",44.75,-81.1,222.2,1950,2015
717000,99999,"FREDERICTON","CA","","CYFC",45.867,-66.533,20.7,1955,2015
717010,99999,"GAGETOWN  (CAN-MIL)","CA","","CYCX",45.833,-66.433,51,1977,2015
717020,99999,"SUMMERSIDE","CA","","CWSD",46.433,-63.833,12,1950,2015
717050,99999,"GREATER MONCTON INTL","CA","","CYQM",46.112,-64.679,70.7,1942,2015
717060,99999,"CHARLOTTETOWN","CA","","CYYG",46.283,-63.133,48.8,1955,2015
717070,99999,"SYDNEY A","CA","","CYQY",46.167,-60.05,61.9,1942,2015
717090,99999,"ILES DE LA MADELEINE A","CA","","CYGR",47.417,-61.783,10.7,1977,2015
717140,99999,"QUEBEC/JEAN LESAGE INTL  QUE","CA","","CWQB",46.783,-71.383,74,1955,2015
717150,99999,"RIVIERE DU LOUP  QUE","CA","","CWNH",47.8,-69.533,147,1977,2015
717160,99999,"VALCARTIER AIRPORT","CA","","CYOY",46.9,-71.5,168,1978,2015
717180,99999,"MONT JOLI A","CA","","CYYY",48.6,-68.217,52.4,1955,2015
717190,99999,"MISCOU ISLAND (AUT)","CA","","CWMI",48.017,-64.5,4,1977,2015
717200,99999,"POWELL RIVER","CA","","CVOP",49.833,-124.483,125,1977,2015
717250,99999,"VAL D OR","CA","","CYVO",48.053,-77.783,337.4,1955,2015
717255,99999,"ROUYN NORANDA","CA","","CYUY",48.206,-78.836,301.1,1977,2015
717260,99999,"PARENT  QUE","CA","","CWPK",47.917,-74.617,445,1955,2015
717270,99999,"BAGOTVILLE","CA","","CYBG",48.331,-70.996,159.1,1950,2015
717280,99999,"ROBERVAL A","CA","","CYRJ",48.517,-72.267,178.6,1957,2015
717300,99999,"SUDBURY","CA","","CYSB",46.625,-80.799,347.8,1955,2015
717310,99999,"NORTH BAY","CA","","CYYB",46.364,-79.423,370.3,1950,2015
717330,99999,"GORE BAY AWOS  ONT","CA","","",45.883,-82.567,194,1955,2015
717380,99999,"WAWA","CA","","CYXZ",47.967,-84.787,287.1,1977,2015
717390,99999,"TIMMINS VICTOR POWER A","CA","","CYTS",48.57,-81.377,294.7,1955,2015
717480,99999,"GIMLI CLIMATE","CA","","CPGH",50.633,-97.05,230,1977,2015
717490,99999,"THUNDER BAY A","CA","","CYQT",48.367,-89.333,199,1955,2015
717990,99999,"VICTORIA INTL","CA","","CYYJ",48.647,-123.426,19.2,1955,2015
718000,99999,"CAPE RACE (AUT)  NFLD","CA","","CWRA",46.65,-53.067,27,1955,2015
718010,99999,"ST JOHNS INTL","CA","","CYYT",47.619,-52.752,140.5,1941,2015
718020,99999,"ST JOHN'S WEST","CA","","",47.517,-52.783,112,1977,2015
718030,99999,"GANDER INTL","CA","","CYQX",48.937,-54.568,151.2,1941,2015
718050,99999,"ST PIERRE","SB","","LFVP",46.763,-56.176,8.2,1977,2015
718070,99999,"ARGENTIA (AUT)","CA","","CWAR",47.3,-53.983,19,1945,2015
718080,99999,"BLANC SABLON A","CA","","CYBX",51.45,-57.183,36.9,1977,2015
718090,99999,"DEER LAKE A","CA","","CYDF",49.217,-57.4,21.9,1977,2015
718100,99999,"PORT MENIER  QUE","CA","","CWBY",49.833,-64.283,55,1960,2015
718110,99999,"SEPT ILES","CA","","CYZV",50.217,-66.267,54.9,1955,2015
718130,99999,"NATASHQUAN A","CA","","CYNA",50.183,-61.783,11.9,1955,2015
718140,99999,"CHEVERY  QUE","CA","","CWDM",50.45,-59.633,8,1955,2015
718150,99999,"STEPHENVILLE A","CA","","CYJT",48.533,-58.55,25,1941,2015
718160,99999,"GOOSE BAY","CA","","CYYR",53.317,-60.417,48.8,1942,2015
718170,99999,"MARYS HARBOUR","CA","","CYMH",52.3,-55.833,12,1957,2015
718180,99999,"CARTWRIGHT","CA","","CWCA",53.717,-57.033,14,1955,2015
718190,99999,"ST.ANTHONY","CA","","CYAY",51.4,-56.067,32.9,1955,2015
718220,99999,"CHAPAIS","CA","","CYMT",49.772,-74.528,387.1,1977,2015
718250,99999,"WABUSH","CA","","CYWK",52.922,-66.864,551.1,1960,2015
718260,99999,"PANGNIRTUNG  NU","CA","","CWXP",66.15,-65.717,23,1977,2015
718270,99999,"LA GRANDE RIVIERE","CA","","CYGL",53.625,-77.704,194.8,1977,2015
718275,99999,"LA GRANDE III(SAWR)","CA","","CYAD",53.567,-76.2,233,1978,2015
718280,99999,"SCHEFFERVILLE A","CA","","CYKL",54.8,-66.8,520.9,1955,2015
718310,99999,"KAPUSKASING","CA","","CYYU",49.414,-82.468,226.5,1950,2015
718410,99999,"ARMSTRONG (AUT)  ONT","CA","","CWYW",50.283,-88.9,323,1950,2015
718420,99999,"SIOUX LOOKOUT AIRPORT","CA","","CYXL",50.117,-91.9,383.4,1955,2015
718431,99999,"KANGIQSUJUAQ","CA","","CYKG",61.583,-71.933,151,1955,2015
718450,99999,"PICKLE LAKE  A","CA","","CYPL",51.45,-90.2,386.2,1955,2015
718460,99999,"LANSDOWNE HOUSE (AUT)  ONT","CA","","CWLF",52.183,-87.933,253,1955,2015
718480,99999,"TRAVERS AGCM","CA","","CPTR",50.3,-112.867,955,1955,2015
718500,99999,"KENORA A","CA","","CYQK",49.783,-94.367,406,1955,2015
718510,99999,"SOUTHPORT","CA","","CYPG",49.903,-98.274,269.7,1955,2015
718520,99999,"WINNIPEG INTL","CA","","CYWG",49.91,-97.24,238.7,1955,2015
718540,99999,"RED LAKE","CA","","CYRL",51.067,-93.793,385.6,1955,2015
718560,99999,"GIMLI INDUSTRIAL PARK","CA","","CYGM",50.628,-97.043,230.1,1950,2015
718580,99999,"GRAND RAPIDS (AUT)","CA","","CWJD",53.183,-99.267,223,1977,2015
718610,99999,"BROADVIEW  SASK","CA","","CWIK",50.367,-102.567,600,1955,2015
718620,99999,"ESTEVAN A","CA","","CYEN",49.217,-102.967,580.6,1955,2015
718630,99999,"REGINA INTL","CA","","CYQR",50.433,-104.667,577.3,1955,2015
718640,99999,"MOOSE JAW AIR VICE MARSHAL C M MCEWEN","CA","","CYMJ",50.33,-105.559,576.7,1955,2015
718650,99999,"WYNYARD (AUT)  SASK","CA","","CWOY",51.767,-104.2,560,1955,2015
718660,99999,"SASKATOON J G DIEFENBAKER INTL","CA","","CYXE",52.167,-106.7,503.8,1955,2015
718670,99999,"THE PAS AIRPORT","CA","","CYQD",53.967,-101.1,270.4,1942,2015
718680,99999,"HUDSON BAY  SASK","CA","","CZHB",52.817,-102.317,358,1943,2015
718690,99999,"PRINCE ALBERT GLASS FIELD","CA","","CYPA",53.214,-105.673,428.2,1955,2015
718720,99999,"SVARTEVAEG","CA","","",81.167,-91.817,72,1955,2015
718740,99999,"BATHURST INLET","CA","","CNBI",66.833,-108.017,5,1955,2015
718760,99999,"NORTH BATTLEFORD","CA","","CYQW",52.769,-108.244,548.3,1940,2015
718770,99999,"CALGARY INTL","CA","","CYYC",51.114,-114.02,1084.2,1955,2015
718780,99999,"RED DEER REGIONAL","CA","","CYQF",52.183,-113.9,904.6,1955,2015
718790,99999,"EDMONTON CITY CENTRE","CA","","CYXD",53.573,-113.521,670.6,1950,2015
718794,99999,"SPARWOOD / ELK VALLEY","CA","","CWSW",49.75,-114.88,1138,1980,2015
718800,99999,"CRANBROOK A","CA","","CYXC",49.617,-115.783,939.4,1977,2015
718810,99999,"EDSON","CA","","CYET",53.579,-116.465,926.9,1960,2015
718820,99999,"REVELSTOKE A","CA","","",50.967,-118.183,445,1955,2015
718830,99999,"BLUE RIVER","CA","","CYCP",52.117,-119.283,682.8,1977,2015
718834,99999,"BLUE RIVER CS","CA","","CWSV",52.13,-119.28,683,1980,2015
718840,99999,"CASTLEGAR","CA","","CYCG",49.296,-117.633,495,1977,2015
718860,99999,"YORKTON","CA","","",51.267,-102.467,498.4,1955,2015
718864,99999,"PRINCETON","CA","","CYDC",49.468,-120.511,700.4,1978,2015
718870,99999,"KAMLOOPS","CA","","CYKA",50.702,-120.444,345.3,1955,2015
718880,99999,"VIKING AGCM","CA","","CPVA",53.183,-111.733,711,1955,2015
718890,99999,"PENTICTON","CA","","CYYF",49.463,-119.602,344.1,1955,2015
718900,99999,"NANAIMO","CA","","CYCD",49.052,-123.87,28.3,1955,2015
718910,99999,"LYTTON","CA","","CWLY",50.23,-121.58,229,1955,2015
718920,99999,"VANCOUVER INTL","CA","","CYVR",49.194,-123.184,4.3,1955,2015
718930,99999,"COMOX","CA","","CYQQ",49.711,-124.887,25.6,1954,2015
718936,99999,"CAMPBELL RIVER","CA","","CYBL",49.951,-125.271,105.5,1977,2015
718940,99999,"ESTEVAN POINT CS  BC","CA","","CWEB",49.383,-126.55,7,1955,2015
718950,99999,"WETASKIWIN AGCM","CA","","CPWT",52.967,-113.433,774,1977,2015
718960,99999,"PRINCE GEORGE","CA","","CYXS",53.889,-122.679,691,1955,2015
718970,99999,"MCINNES ISLAND  BC","CA","","CWMS",52.25,-128.717,26,1977,2015
718980,99999,"PRINCE RUPERT","CA","","CYPR",54.283,-130.45,35.4,1955,2015
718990,25343,"LANGARA","CA","BC","CWJU",54.25,-133.05,41,1977,2015
719000,99999,"HOPEDALE (AUT)  NFLD","CA","","CWHO",55.45,-60.217,12,1955,2015
719040,99999,"WIMBORBE AGCM","CA","","CPWB",51.933,-113.583,940,1977,2015
719050,99999,"MONTREAL INTL MIRABEL","CA","","CYMX",45.683,-74.033,82.3,1956,2015
719060,99999,"KUUJJUAQ A","CA","","CYVP",58.1,-68.417,39.3,1941,2015
719070,99999,"INUKJUAK A UA","CA","","CWPH",58.467,-78.083,25,1934,2015
719090,99999,"IQALUIT","CA","","CYFB",63.756,-68.556,33.5,1942,2015
719094,99999,"KIMMIRUT A NWT","CA","","CYLC",62.85,-69.883,53,1934,2015
719100,99999,"CAPE DORSET A","CA","","",64.233,-76.533,48,1977,2015
719104,99999,"SANIKILUAQ AIRPORT","CA","","",56.533,-79.25,32,1978,2015
719110,99999,"SHEPHERD BAY A","CA","","CYUS",68.817,-93.433,43,1977,2015
719120,99999,"GILLAM AIRPORT","CA","","CYGX",56.35,-94.717,145,1943,2015
719140,99999,"SATURNA / CAPMON CS","CA","","CVTS",48.767,-123.117,178,1977,2015
719145,99999,"TALOYOAK","CA","","CYYH",69.547,-93.577,28,1955,2015
719150,99999,"CORAL HARBOUR","CA","","CYZS",64.193,-83.359,64,1943,2015
719160,99999,"THOMSEN RIVER","CA","","CWYF",73.233,-119.533,42,1950,2015
719170,99999,"EUREKA","CA","","CWEU",79.983,-85.933,10,1947,2015
719180,99999,"PELLY BAY 1","CA","","CWRF",69.433,-89.733,325,1977,2015
719194,99999,"KUGAARUK","CA","","CYBB",68.534,-89.808,17.1,1979,2015
719200,99999,"BACCARO PT","CA","","CWCP",43.45,-65.467,5,1977,2015
719210,99999,"SCHEFFERVILLE A","CA","","",54.8,-66.8,520.9,1977,2015
719220,99999,"LA RONGE","CA","","CYVC",55.151,-105.262,378.6,1977,2015
719230,99999,"ENNADAI LAKE (AUT)  NU","CA","","CWJC",61.117,-100.883,353,1955,2015
719240,99999,"RESOLUTE BAY","CA","","CYRB",74.717,-94.969,65.5,1947,2015
719246,99999,"GRISE FIORD AIRPORT","CA","","CWGZ",76.417,-82.9,45,1978,2015
719250,99999,"CAMBRIDGE BAY","CA","","CYCB",69.108,-105.138,27.4,1934,2015
719260,99999,"BAKER LAKE","CA","","CYBK",64.299,-96.078,18,1946,2015
719270,99999,"NORTH COWICHAN","CA","","",48.817,-123.717,60,1957,2015
719280,99999,"ROCKY MTN HOUSE (AUT)  ALTA","CA","","CWRM",52.417,-114.9,988,1955,2015
719300,99999,"WHITECOURT A","CA","","CYZU",54.15,-115.783,782,1955,2015
719310,99999,"POOLS ISLAND","CA","","CWLB",49.1,-53.567,19,1955,2015
719330,99999,"FORT CHIPEWYAN A","CA","","CYPY",58.767,-111.117,232,1977,2015
719340,99999,"FORT SMITH","CA","","CYSM",60.02,-111.962,204.5,1934,2015
719350,99999,"HAY RIVER A","CA","","CYHY",60.833,-115.783,165.5,1934,2015
719360,99999,"YELLOWKNIFE","CA","","CYZF",62.463,-114.44,205.7,1942,2015
719380,99999,"KUGLUKTUK","CA","","CYCO",67.817,-115.144,22.6,1934,2015
719400,99999,"GRANDE PRAIRIE","CA","","CYQU",55.18,-118.885,669,1955,2015
719410,99999,"VAL D'OR","CA","","",48.05,-77.767,337,1977,2015
